route_id,service_id,shape_id,trip_id,trip_headsign,trip_short_name,direction_id
4-12,20_LAV,4-12-A-9,20-12-5-1-182800,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-1-1-184400,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-3-1-184600,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-190200,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-2-1-190400,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-5-1-192400,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-1-1-192700,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-2-1-194700,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-4-1-194900,Parc de la Colombière,,0
4-12,20_LAV,4-12-A-9,20-12-5-1-201100,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-1-1-201200,PLOMBIERES,,1
4-12,20_LAV,4-12-A-9,20-12-2-1-203300,Parc de la Colombière,,0
4-12,20_LAV,4-12-R-8,20-12-4-1-204300,PLOMBIERES,,1
4-12,21_Samedi,4-12-R-8,21-12-2-A-055900,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-1-A-060200,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-4-A-062500,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-062600,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-064900,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-2-A-064900,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-3-A-071200,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-4-A-071200,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-2-A-073500,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-1-A-073500,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-4-A-075800,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-075800,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-082100,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-2-A-082100,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-3-A-084400,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-4-A-084400,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-2-A-090700,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-1-A-090700,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-4-A-093000,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-093000,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-095300,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-2-A-095300,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-3-A-101600,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-4-A-101600,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-2-A-103900,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-1-A-103900,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-4-A-110200,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-110200,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-112500,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-2-A-112500,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-3-A-114800,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-4-A-114800,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-2-A-121100,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-1-A-121100,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-4-A-123400,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-123400,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-125700,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-2-A-125700,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-3-A-132000,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-4-A-132000,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-2-A-134300,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-1-A-134300,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-4-A-140600,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-140600,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-142900,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-2-A-142900,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-3-A-145200,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-4-A-145200,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-2-A-151500,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-1-A-151500,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-4-A-153800,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-153800,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-160100,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-2-A-160100,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-3-A-162400,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-4-A-162400,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-2-A-164700,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-1-A-164700,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-4-A-171000,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-171000,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-173300,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-2-A-173300,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-3-A-175600,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-4-A-175600,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-2-A-181900,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-1-A-181900,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-4-A-184200,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-184200,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-190600,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-2-A-190600,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-3-A-193100,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-4-A-193200,Parc de la Colombière,,0
4-12,21_Samedi,4-12-A-9,21-12-1-A-195900,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-2-A-200300,PLOMBIERES,,1
4-12,21_Samedi,4-12-A-9,21-12-3-A-203200,Parc de la Colombière,,0
4-12,21_Samedi,4-12-R-8,21-12-1-A-204200,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-1-B-132400,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-2-B-133100,PLOMBIERES,,1
4-12,22_Dimanche,4-12-R-8,22-12-1-B-140200,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-2-B-140800,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-3-B-142700,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-1-B-144100,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-2-B-145600,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-3-B-150900,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-1-B-152600,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-2-B-153900,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-3-B-155500,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-1-B-160700,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-2-B-162400,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-3-B-163500,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-1-B-165400,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-2-B-170500,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-3-B-172400,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-1-B-173500,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-2-B-175400,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-3-B-180500,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-1-B-182400,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-2-B-183500,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-3-B-185200,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-1-B-190500,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-2-B-192400,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-3-B-193300,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-1-B-195000,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-2-B-200100,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-3-B-201700,PLOMBIERES,,1
4-12,22_Dimanche,4-12-A-9,22-12-1-B-203200,Parc de la Colombière,,0
4-12,22_Dimanche,4-12-R-8,22-12-2-B-204400,PLOMBIERES,,1
4-12,23_LAV,4-12-R-8,23-12-2-1-055500,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-1-1-060200,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-062300,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-3-1-062400,Parc de la Colombière,,0
4-12,23_LAV,4-12-A-9,23-12-2-1-064300,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-1-1-064400,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-4-1-070000,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-3-1-070100,PLOMBIERES,,1
4-12,23_LAV,4-12-R-8,23-12-6-1-071600,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-5-1-071600,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-2-1-073200,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-1-1-073200,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-074800,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-3-1-074800,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-5-1-080400,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-6-1-080400,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-1-1-082000,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-2-1-082000,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-3-1-083700,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-4-1-083800,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-6-1-085900,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-5-1-085900,Parc de la Colombière,,0
4-12,23_LAV,4-12-A-9,23-12-3-1-092100,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-092300,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-6-1-094400,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-5-1-094600,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-4-1-100800,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-3-1-100900,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-5-1-103100,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-6-1-103200,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-3-1-105400,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-105500,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-6-1-111600,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-5-1-111800,PLOMBIERES,,1
4-12,23_LAV,4-12-R-8,23-12-3-1-114000,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-4-1-114000,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-6-1-120300,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-5-1-120300,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-122600,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-3-1-122600,Parc de la Colombière,,0
4-12,23_LAV,4-12-A-9,23-12-6-1-124900,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-5-1-125000,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-4-1-131200,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-3-1-131300,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-5-1-133500,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-6-1-133700,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-3-1-135700,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-140000,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-6-1-142000,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-5-1-142300,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-4-1-144300,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-3-1-144600,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-5-1-150700,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-6-1-150900,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-3-1-153000,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-153200,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-6-1-155300,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-5-1-155400,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-1-1-161300,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-3-1-161400,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-4-1-163100,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-2-1-163200,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-5-1-164800,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-6-1-164900,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-3-1-170400,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-1-1-170500,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-2-1-172000,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-172100,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-6-1-173700,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-5-1-173800,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-1-1-175300,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-3-1-175500,PLOMBIERES,,1
4-12,23_LAV,4-12-R-8,23-12-2-1-181100,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-4-1-181100,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-6-1-182800,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-5-1-182800,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-1-1-184400,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-3-1-184600,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-190200,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-2-1-190400,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-5-1-192400,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-1-1-192700,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-2-1-194700,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-4-1-194900,Parc de la Colombière,,0
4-12,23_LAV,4-12-A-9,23-12-5-1-201100,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-1-1-201200,PLOMBIERES,,1
4-12,23_LAV,4-12-A-9,23-12-2-1-203300,Parc de la Colombière,,0
4-12,23_LAV,4-12-R-8,23-12-4-1-204300,PLOMBIERES,,1
4-13,20_LAJ,4-13-A-9,20-13-52-E-172000,Darcy,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-055400,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-2-1-055900,FONTAINE Village,,0
4-13,20_LAV,4-13-A-21,20-13-1-1-062700,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-2-1-062900,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-4-1-064400,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-3-1-064600,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-5-1-065500,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-065900,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-2-1-070800,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-6-1-071400,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-3-1-072300,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-4-1-072700,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-1-1-073900,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-5-1-074200,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-6-1-075400,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-2-1-075800,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-4-1-081200,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-3-1-081300,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-5-1-082400,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-083000,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-2-1-084500,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-6-1-084500,Motte Giron,,1
4-13,20_LAV,4-13-R-5,20-13-5-1-090900,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-1-1-091100,FONTAINE Village,,0
4-13,20_LAV,4-13-A-21,20-13-6-1-093100,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-2-1-093100,Motte Giron,,1
4-13,20_LAV,4-13-R-5,20-13-1-1-095000,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-5-1-095300,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-6-1-101100,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-2-1-101400,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-5-1-103200,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-1-1-103600,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-2-1-105300,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-6-1-105700,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-111400,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-5-1-111500,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-6-1-113500,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-2-1-113600,FONTAINE Village,,0
4-13,20_LAV,4-13-A-21,20-13-1-1-115600,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-5-1-115800,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-6-1-121500,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-2-1-122000,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-5-1-123900,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-124200,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-2-1-130300,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-6-1-130600,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-1-1-132200,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-5-1-132900,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-6-1-134700,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-2-1-134700,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-5-1-140900,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-140900,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-2-1-143100,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-6-1-143100,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-1-1-145300,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-5-1-145600,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-6-1-151700,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-2-1-151700,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-5-1-153800,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-153900,Motte Giron,,1
4-13,20_LAV,4-13-R-5,20-13-6-1-160000,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-2-1-160100,FONTAINE Village,,0
4-13,20_LAV,4-13-A-21,20-13-1-1-161900,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-5-1-162000,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-4-1-163400,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-3-1-163700,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-6-1-164700,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-2-1-165100,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-5-1-170300,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-170300,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-3-1-171900,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-4-1-172000,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-2-1-173500,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-6-1-173700,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-1-1-175000,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-5-1-175000,Motte Giron,,1
4-13,20_LAV,4-13-R-5,20-13-3-1-180600,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-4-1-180700,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-2-1-182100,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-6-1-182400,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-183700,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-5-1-184100,FONTAINE Village,,0
4-13,20_LAV,4-13-A-21,20-13-2-1-190000,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-4-1-190200,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-1-1-191700,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-5-1-192800,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-4-1-195500,FONTAINE Village,,0
4-13,20_LAV,4-13-R-5,20-13-1-1-195500,Motte Giron,,1
4-13,20_LAV,4-13-R-5,20-13-4-1-203000,Motte Giron,,1
4-13,20_LAV,4-13-A-21,20-13-1-1-203100,FONTAINE Village,,0
4-13,20_Lundi,4-13-R-10,20-13-51-5-082500,Motte Giron,,1
4-13,20_Lundi,4-13-R-10,20-13-50-5-083000,Motte Giron,,1
4-13,20_MaàV,4-13-R-10,20-13-41-F-072300,Motte Giron,,1
4-13,20_MaàV,4-13-R-10,20-13-40-F-072500,Motte Giron,,1
4-13,20_Vendredi,4-13-A-9,20-13-52-9-120500,Darcy,,0
4-13,21_Samedi,4-13-R-5,21-13-1-A-055400,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-2-A-055700,FONTAINE Village,,0
4-13,21_Samedi,4-13-A-21,21-13-1-A-062800,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-2-A-063000,Motte Giron,,1
4-13,21_Samedi,4-13-R-5,21-13-3-A-065400,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-2-A-070700,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-1-A-072100,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-3-A-073300,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-2-A-074600,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-1-A-075900,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-3-A-081200,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-2-A-082500,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-1-A-083800,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-3-A-085000,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-2-A-090400,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-1-A-091500,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-3-A-092900,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-2-A-094100,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-1-A-095500,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-3-A-100800,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-2-A-102100,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-1-A-103400,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-3-A-104700,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-2-A-110100,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-1-A-111300,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-3-A-112700,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-2-A-114000,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-1-A-115100,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-3-A-120600,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-2-A-121800,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-1-A-123200,Motte Giron,,1
4-13,21_Samedi,4-13-A-21,21-13-3-A-124300,FONTAINE Village,,0
4-13,21_Samedi,4-13-R-5,21-13-2-A-125800,Motte Giron,,1
